state,sex,reference,age,cause_group,ppd_state,ppd_ref,ppd_gap,contribution,method
Alabama,Male,western_europe,25,Lower respiratory infections,0.346247403625507,0.188074905076724,0.158172498548784,4.74544626559714e-05,horiuchi
Alabama,Male,western_europe,25,Malaria,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,25,Maternal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,25,Mental and substance use disorders,0.346247403625507,0.188074905076724,0.158172498548784,0.00269692344118322,horiuchi
Alabama,Male,western_europe,25,NCDs strongly linked to infections,0.346247403625507,0.188074905076724,0.158172498548784,4.00138308170872e-05,horiuchi
Alabama,Male,western_europe,25,NCDs strongly linked to tobacco use,0.346247403625507,0.188074905076724,0.158172498548784,1.10546261339328e-05,horiuchi
Alabama,Male,western_europe,25,Neonatal conditions,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
Alabama,Male,western_europe,25,Neurological conditions,0.346247403625507,0.188074905076724,0.158172498548784,2.49158511905767e-05,horiuchi
Alabama,Male,western_europe,25,Other,0.346247403625507,0.188074905076724,0.158172498548784,-0.000415015820557696,horiuchi
Alabama,Male,western_europe,25,Respiratory disease / tobacco-related sensitivity,0.346247403625507,0.188074905076724,0.158172498548784,2.62118221665553e-05,horiuchi
Alabama,Male,western_europe,25,Road injury,0.346247403625507,0.188074905076724,0.158172498548784,0.00121131771367899,horiuchi
Alabama,Male,western_europe,25,Suicide,0.346247403625507,0.188074905076724,0.158172498548784,0.000725092846686648,horiuchi
Alabama,Male,western_europe,25,Tuberculosis,0.346247403625507,0.188074905076724,0.158172498548784,1.13110497490521e-06,horiuchi
Alabama,Male,western_europe,25,Violence,0.346247403625507,0.188074905076724,0.158172498548784,0.00159711529225604,horiuchi
Alabama,Male,western_europe,30,Atherosclerotic CVDs,0.346247403625507,0.188074905076724,0.158172498548784,0.000287113957256224,horiuchi
Alabama,Male,western_europe,30,Childhood-cluster diseases,0.346247403625507,0.188074905076724,0.158172498548784,8.0550258130252e-08,horiuchi
Alabama,Male,western_europe,30,Diabetes,0.346247403625507,0.188074905076724,0.158172498548784,0.0001420306117349,horiuchi
Alabama,Male,western_europe,30,Diarrheal diseases,0.346247403625507,0.188074905076724,0.158172498548784,2.28781268696299e-06,horiuchi
Alabama,Male,western_europe,30,Haemorrhagic stroke,0.346247403625507,0.188074905076724,0.158172498548784,6.12954757447382e-05,horiuchi
Alabama,Male,western_europe,30,HIV/AIDS,0.346247403625507,0.188074905076724,0.158172498548784,0.000110874526503157,horiuchi
Alabama,Male,western_europe,30,Lower respiratory infections,0.346247403625507,0.188074905076724,0.158172498548784,7.5826260141354e-05,horiuchi
Alabama,Male,western_europe,30,Malaria,0.346247403625507,0.188074905076724,0.158172498548784,0,horiuchi
